cidade_slug,cidade_origem,canal,tecnologia,mes_ref,meta,realizado,desvio
quixere-ce,QUIXERE/CE,DONO CIDADE - LOJAS,5g,2026-01-01,32,28,-4
quixere-ce,QUIXERE/CE,DONO CIDADE - LOJAS,ftth,2026-01-01,10,7,-3
quixere-ce,QUIXERE/CE,LOJA,5g,2026-01-01,32,28,-4
quixere-ce,QUIXERE/CE,LOJA,ftth,2026-01-01,10,7,-3
quixere-ce,QUIXERE/CE,PAP,5g,2026-01-01,20,13,-7
quixere-ce,QUIXERE/CE,PAP,ftth,2026-01-01,120,30,-90
rafael-fernandes-rn,RAFAEL FERNANDES/RN,PAP,5g,2026-01-01,10,0,-10
rafael-fernandes-rn,RAFAEL FERNANDES/RN,PAP,ftth,2026-01-01,49,15,-34
ribeira-do-pombal-ba,RIBEIRA DO POMBAL/BA,LOJA,ftth,2026-01-01,12,11,-1
rio-largo-al,RIO LARGO/AL,LOJA,ftth,2026-01-01,56,72,16
russas-ce,RUSSAS/CE,DONO CIDADE - LOJAS,5g,2026-01-01,80,110,30
russas-ce,RUSSAS/CE,DONO CIDADE - LOJAS,ftth,2026-01-01,36,27,-9
russas-ce,RUSSAS/CE,PAP,5g,2026-01-01,40,23,-17
russas-ce,RUSSAS/CE,PAP,ftth,2026-01-01,240,55,-185
salgueiro-pe,SALGUEIRO/PE,DONO CIDADE - LOJAS,5g,2026-01-01,40,43,3
salgueiro-pe,SALGUEIRO/PE,DONO CIDADE - LOJAS,ftth,2026-01-01,12,19,7
santa-cruz-do-capibaribe-pe,SANTA CRUZ DO CAPIBARIBE/PE,LOJA,ftth,2026-01-01,17,32,15
santa-luzia-pb,SANTA LUZIA/PB,DONO CIDADE - LOJAS,5g,2026-01-01,62,25,-37
santa-luzia-pb,SANTA LUZIA/PB,DONO CIDADE - LOJAS,ftth,2026-01-01,22,10,-12
santa-luzia-pb,SANTA LUZIA/PB,PAP,ftth,2026-01-01,76,16,-60
santa-rita-pb,SANTA RITA/PB,DONO CIDADE - LOJAS,5g,2026-01-01,13,17,4
santa-rita-pb,SANTA RITA/PB,DONO CIDADE - LOJAS,ftth,2026-01-01,6,8,2
santa-rita-pb,SANTA RITA/PB,LOJA,5g,2026-01-01,42,90,48
santa-rita-pb,SANTA RITA/PB,LOJA,ftth,2026-01-01,20,35,15
santa-rita-pb,SANTA RITA/PB,PAP,ftth,2026-01-01,410,78,-332
santo-amaro-ba,SANTO AMARO/BA,LOJA,ftth,2026-01-01,13,18,5
sao-benedito-ce,SAO BENEDITO/CE,DONO CIDADE - LOJAS,5g,2026-01-01,46,36,-10
sao-benedito-ce,SAO BENEDITO/CE,DONO CIDADE - LOJAS,ftth,2026-01-01,30,8,-22
sao-benedito-ce,SAO BENEDITO/CE,PAP,5g,2026-01-01,10,14,4
sao-benedito-ce,SAO BENEDITO/CE,PAP,ftth,2026-01-01,60,9,-51
sao-bento-pb,SAO BENTO/PB,DONO CIDADE - LOJAS,5g,2026-01-01,50,61,11
sao-bento-pb,SAO BENTO/PB,DONO CIDADE - LOJAS,ftth,2026-01-01,22,39,17
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,PAP,ftth,2026-01-01,165,31,-134
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,DONO CIDADE - LOJAS,5g,2026-01-01,28,0,-28
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,DONO CIDADE - LOJAS,ftth,2026-01-01,14,0,-14
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,LOJA,5g,2026-01-01,28,38,10
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,LOJA,ftth,2026-01-01,14,16,2
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,PAP,5g,2026-01-01,10,18,8
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,PAP,ftth,2026-01-01,60,11,-49
sao-miguel-dos-campos-al,SAO MIGUEL DOS CAMPOS/AL,LOJA,ftth,2026-01-01,32,42,10
sao-miguel-rn,SAO MIGUEL/RN,DONO CIDADE - LOJAS,5g,2026-01-01,135,144,9
sao-miguel-rn,SAO MIGUEL/RN,DONO CIDADE - LOJAS,ftth,2026-01-01,39,18,-21
sao-miguel-rn,SAO MIGUEL/RN,PAP,5g,2026-01-01,11,8,-3
sao-miguel-rn,SAO MIGUEL/RN,PAP,ftth,2026-01-01,63,6,-57
sao-miguel-rn,SAO MIGUEL/RN,QUIOSQUES,5g,2026-01-01,10,4,-6
sao-miguel-rn,SAO MIGUEL/RN,QUIOSQUES,ftth,2026-01-01,60,20,-40
senador-pompeu-ce,SENADOR POMPEU/CE,DONO CIDADE - LOJAS,5g,2026-01-01,45,40,-5
senador-pompeu-ce,SENADOR POMPEU/CE,DONO CIDADE - LOJAS,ftth,2026-01-01,20,18,-2
senador-pompeu-ce,SENADOR POMPEU/CE,LOJA,5g,2026-01-01,45,45,0
senador-pompeu-ce,SENADOR POMPEU/CE,LOJA,ftth,2026-01-01,20,22,2
senador-pompeu-ce,SENADOR POMPEU/CE,PAP,5g,2026-01-01,13,49,36
senador-pompeu-ce,SENADOR POMPEU/CE,PAP,ftth,2026-01-01,76,12,-64
serra-talhada-pe,SERRA TALHADA/PE,DONO CIDADE - LOJAS,5g,2026-01-01,27,26,-1
serra-talhada-pe,SERRA TALHADA/PE,DONO CIDADE - LOJAS,ftth,2026-01-01,16,9,-7
serra-talhada-pe,SERRA TALHADA/PE,PAP,ftth,2026-01-01,228,48,-180
sobral-ce,SOBRAL/CE,4 J LOJAS,5g,2026-01-01,15,2,-13
sobral-ce,SOBRAL/CE,4 J LOJAS,ftth,2026-01-01,7,7,0
sobral-ce,SOBRAL/CE,DONO CIDADE - LOJAS,5g,2026-01-01,43,61,18
sobral-ce,SOBRAL/CE,DONO CIDADE - LOJAS,ftth,2026-01-01,17,27,10
sobral-ce,SOBRAL/CE,LOJA,5g,2026-01-01,106,111,5
sobral-ce,SOBRAL/CE,LOJA,ftth,2026-01-01,43,46,3
sobral-ce,SOBRAL/CE,PAP,ftth,2026-01-01,797,232,-565
sousa-pb,SOUSA/PB,DONO CIDADE - LOJAS,5g,2026-01-01,30,10,-20
sousa-pb,SOUSA/PB,DONO CIDADE - LOJAS,ftth,2026-01-01,21,6,-15
sousa-pb,SOUSA/PB,LOJA,5g,2026-01-01,100,90,-10
sousa-pb,SOUSA/PB,LOJA,ftth,2026-01-01,52,36,-16
sousa-pb,SOUSA/PB,PAP,ftth,2026-01-01,152,52,-100
surubim-pe,SURUBIM/PE,LOJA,ftth,2026-01-01,20,8,-12
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-01-01,100,113,13
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-01-01,34,51,17
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,PAP,5g,2026-01-01,10,6,-4
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,PAP,ftth,2026-01-01,60,17,-43
taua-ce,TAUA/CE,LOJA,5g,2026-01-01,96,55,-41
taua-ce,TAUA/CE,LOJA,ftth,2026-01-01,48,37,-11
taua-ce,TAUA/CE,PAP,5g,2026-01-01,20,33,13
taua-ce,TAUA/CE,PAP,ftth,2026-01-01,120,40,-80
teresina-pi,TERESINA/PI,LOJA,5g,2026-01-01,80,128,48
teresina-pi,TERESINA/PI,LOJA,ftth,2026-01-01,68,55,-13
teresina-pi,TERESINA/PI,PAP,ftth,2026-01-01,1753,452,-1301
tiangua-ce,TIANGUA/CE,DONO CIDADE - LOJAS,5g,2026-01-01,80,90,10
tiangua-ce,TIANGUA/CE,DONO CIDADE - LOJAS,ftth,2026-01-01,36,47,11
tiangua-ce,TIANGUA/CE,PAP,ftth,2026-01-01,228,33,-195
timon-ma,TIMON/MA,LOJA,5g,2026-01-01,26,32,6
timon-ma,TIMON/MA,LOJA,ftth,2026-01-01,17,13,-4
timon-ma,TIMON/MA,PAP,ftth,2026-01-01,405,76,-329
tobias-barreto-se,TOBIAS BARRETO/SE,LOJA,ftth,2026-01-01,20,30,10
toritama-pe,TORITAMA/PE,LOJA,5g,2026-01-01,23,18,-5
toritama-pe,TORITAMA/PE,LOJA,ftth,2026-01-01,16,20,4
toritama-pe,TORITAMA/PE,PAP,ftth,2026-01-01,304,101,-203
ubajara-ce,UBAJARA/CE,DONO CIDADE - LOJAS,5g,2026-01-01,48,33,-15
ubajara-ce,UBAJARA/CE,DONO CIDADE - LOJAS,ftth,2026-01-01,16,16,0
uirauna-pb,UIRAUNA/PB,DONO CIDADE - LOJAS,5g,2026-01-01,52,53,1
uirauna-pb,UIRAUNA/PB,DONO CIDADE - LOJAS,ftth,2026-01-01,12,13,1
uirauna-pb,UIRAUNA/PB,PAP,5g,2026-01-01,20,12,-8
uirauna-pb,UIRAUNA/PB,PAP,ftth,2026-01-01,120,11,-109
umarizal-rn,UMARIZAL/RN,DONO CIDADE - LOJAS,5g,2026-01-01,52,29,-23
umarizal-rn,UMARIZAL/RN,DONO CIDADE - LOJAS,ftth,2026-01-01,12,14,2
varzea-alegre-ce,VARZEA ALEGRE/CE,LOJA,5g,2026-01-01,102,63,-39
varzea-alegre-ce,VARZEA ALEGRE/CE,LOJA,ftth,2026-01-01,45,17,-28
varzea-alegre-ce,VARZEA ALEGRE/CE,PAP,5g,2026-01-01,20,7,-13
varzea-alegre-ce,VARZEA ALEGRE/CE,PAP,ftth,2026-01-01,120,28,-92
vicosa-do-ceara-ce,VICOSA DO CEARA/CE,DONO CIDADE - LOJAS,ftth,2026-01-01,32,35,3
vitoria-de-santo-antao-pe,VITORIA DE SANTO ANTAO/PE,LOJA,ftth,2026-01-01,32,25,-7
acarau-ce,ACARAU/CE,DONO CIDADE - LOJAS,5g,2026-02-01,90,45,-45
acarau-ce,ACARAU/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,34,23,-11
acarau-ce,ACARAU/CE,PAP,5g,2026-02-01,30,37,7
acarau-ce,ACARAU/CE,PAP,ftth,2026-02-01,180,55,-125
acopiara-ce,ACOPIARA/CE,LOJA,5g,2026-02-01,78,34,-44
acopiara-ce,ACOPIARA/CE,LOJA,ftth,2026-02-01,30,28,-2
acopiara-ce,ACOPIARA/CE,PAP,5g,2026-02-01,20,17,-3
acopiara-ce,ACOPIARA/CE,PAP,ftth,2026-02-01,120,15,-105
acu-rn,ACU/RN,DONO CIDADE - LOJAS,5g,2026-02-01,120,123,3
acu-rn,ACU/RN,DONO CIDADE - LOJAS,ftth,2026-02-01,51,23,-28
agua-nova-rn,AGUA NOVA/RN,PAP,5g,2026-02-01,10,19,9
agua-nova-rn,AGUA NOVA/RN,PAP,ftth,2026-02-01,60,17,-43
alagoinhas-ba,ALAGOINHAS/BA,DONO CIDADE - LOJAS,ftth,2026-02-01,18,21,3
alagoinhas-ba,ALAGOINHAS/BA,LOJA,ftth,2026-02-01,18,20,2
altos-pi,ALTOS/PI,DONO CIDADE - LOJAS,ftth,2026-02-01,30,47,17
apodi-rn,APODI/RN,DONO CIDADE - LOJAS,5g,2026-02-01,104,82,-22
aracaju-se,ARACAJU/SE,LOJA,ftth,2026-02-01,42,39,-3
arapiraca-al,ARAPIRACA/AL,LOJA,ftth,2026-02-01,22,28,6
araripina-pe,ARARIPINA/PE,DONO CIDADE - LOJAS,5g,2026-02-01,38,31,-7
araripina-pe,ARARIPINA/PE,DONO CIDADE - LOJAS,ftth,2026-02-01,24,30,6
araripina-pe,ARARIPINA/PE,PAP,ftth,2026-02-01,152,44,-108
arcoverde-pe,ARCOVERDE/PE,LOJA,5g,2026-02-01,35,15,-20
arcoverde-pe,ARCOVERDE/PE,LOJA,ftth,2026-02-01,18,10,-8
arcoverde-pe,ARCOVERDE/PE,PAP,ftth,2026-02-01,149,37,-112
assu-rn,ASSU/RN,PAP,ftth,2026-02-01,76,17,-59
banabuiu-ce,BANABUIU/CE,DONO CIDADE - LOJAS,5g,2026-02-01,50,42,-8
banabuiu-ce,BANABUIU/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,24,38,14
barauna-rn,BARAUNA/RN,DONO CIDADE - LOJAS,5g,2026-02-01,36,42,6
barauna-rn,BARAUNA/RN,DONO CIDADE - LOJAS,ftth,2026-02-01,13,12,-1
barbalha-ce,BARBALHA/CE,DONO CIDADE - LOJAS,5g,2026-02-01,38,31,-7
barbalha-ce,BARBALHA/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,17,8,-9
barbalha-ce,BARBALHA/CE,LOJA,5g,2026-02-01,38,23,-15
barbalha-ce,BARBALHA/CE,LOJA,ftth,2026-02-01,14,10,-4
barbalha-ce,BARBALHA/CE,PAP,5g,2026-02-01,10,19,9
barbalha-ce,BARBALHA/CE,PAP,ftth,2026-02-01,60,3,-57
bayeux-pb,BAYEUX/PB,DONO CIDADE - LOJAS,5g,2026-02-01,90,74,-16
bayeux-pb,BAYEUX/PB,DONO CIDADE - LOJAS,ftth,2026-02-01,34,19,-15
bayeux-pb,BAYEUX/PB,PAP,ftth,2026-02-01,328,77,-251
belo-jardim-pe,BELO JARDIM/PE,LOJA,5g,2026-02-01,44,15,-29
belo-jardim-pe,BELO JARDIM/PE,LOJA,ftth,2026-02-01,28,26,-2
belo-jardim-pe,BELO JARDIM/PE,PAP,ftth,2026-02-01,152,9,-143
bezerros-pe,BEZERROS/PE,LOJA,5g,2026-02-01,50,46,-4
bezerros-pe,BEZERROS/PE,LOJA,ftth,2026-02-01,32,30,-2
bezerros-pe,BEZERROS/PE,PAP,5g,2026-02-01,20,29,9
bezerros-pe,BEZERROS/PE,PAP,ftth,2026-02-01,117,29,-88
bom-conselho-pe,BOM CONSELHO/PE,4 J LOJAS,5g,2026-02-01,30,23,-7
bom-conselho-pe,BOM CONSELHO/PE,4 J LOJAS,ftth,2026-02-01,16,10,-6
brejo-santo-ce,BREJO SANTO/CE,DONO CIDADE - LOJAS,5g,2026-02-01,41,31,-10
brejo-santo-ce,BREJO SANTO/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,18,15,-3
brejo-santo-ce,BREJO SANTO/CE,PAP,5g,2026-02-01,30,58,28
brejo-santo-ce,BREJO SANTO/CE,PAP,ftth,2026-02-01,180,59,-121
brejo-santo-ce,BREJO SANTO/CE,QUIOSQUES,5g,2026-02-01,10,28,18
brejo-santo-ce,BREJO SANTO/CE,QUIOSQUES,ftth,2026-02-01,60,21,-39
cabedelo-pb,CABEDELO/PB,LOJA,5g,2026-02-01,36,14,-22
cabedelo-pb,CABEDELO/PB,LOJA,ftth,2026-02-01,20,21,1
cabedelo-pb,CABEDELO/PB,PAP,ftth,2026-02-01,200,50,-150
cabo-de-santo-agostinho-pe,CABO DE SANTO AGOSTINHO/PE,LOJA,ftth,2026-02-01,32,49,17
caico-rn,CAICO/RN,LOJA,5g,2026-02-01,82,112,30
caico-rn,CAICO/RN,LOJA,ftth,2026-02-01,36,37,1
caico-rn,CAICO/RN,PAP,ftth,2026-02-01,76,11,-65
cajazeiras-pb,CAJAZEIRAS/PB,DONO CIDADE - LOJAS,5g,2026-02-01,66,68,2
cajazeiras-pb,CAJAZEIRAS/PB,DONO CIDADE - LOJAS,ftth,2026-02-01,36,14,-22
cajazeiras-pb,CAJAZEIRAS/PB,PAP,ftth,2026-02-01,130,33,-97
camacari-ba,CAMACARI/BA,LOJA,ftth,2026-02-01,34,57,23
campina-grande-pb,CAMPINA GRANDE/PB,LOJA,5g,2026-02-01,138,38,-100
campina-grande-pb,CAMPINA GRANDE/PB,LOJA,ftth,2026-02-01,54,21,-33
campina-grande-pb,CAMPINA GRANDE/PB,PAP,ftth,2026-02-01,534,133,-401
campo-maior-pi,CAMPO MAIOR/PI,DONO CIDADE - LOJAS,ftth,2026-02-01,10,13,3
caninde-ce,CANINDE/CE,DONO CIDADE - LOJAS,5g,2026-02-01,25,36,11
caninde-ce,CANINDE/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,13,14,1
caninde-ce,CANINDE/CE,LOJA,5g,2026-02-01,25,43,18
caninde-ce,CANINDE/CE,LOJA,ftth,2026-02-01,13,23,10
caninde-ce,CANINDE/CE,PAP,5g,2026-02-01,50,29,-21
caninde-ce,CANINDE/CE,PAP,ftth,2026-02-01,300,46,-254
caruaru-pe,CARUARU/PE,LOJA,5g,2026-02-01,50,57,7
caruaru-pe,CARUARU/PE,LOJA,ftth,2026-02-01,23,32,9
caruaru-pe,CARUARU/PE,PAP,ftth,2026-02-01,801,121,-680
cascavel-ce,CASCAVEL/CE,DONO CIDADE - LOJAS,5g,2026-02-01,80,68,-12
cascavel-ce,CASCAVEL/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,32,20,-12
cascavel-ce,CASCAVEL/CE,PAP,5g,2026-02-01,30,47,17
cascavel-ce,CASCAVEL/CE,PAP,ftth,2026-02-01,180,35,-145
catole-do-rocha-pb,CATOLE DO ROCHA/PB,DONO CIDADE - LOJAS,5g,2026-02-01,84,86,2
catole-do-rocha-pb,CATOLE DO ROCHA/PB,DONO CIDADE - LOJAS,ftth,2026-02-01,30,30,0
catole-do-rocha-pb,CATOLE DO ROCHA/PB,PAP,5g,2026-02-01,30,38,8
catole-do-rocha-pb,CATOLE DO ROCHA/PB,PAP,ftth,2026-02-01,180,49,-131
catu-ba,CATU/BA,LOJA,ftth,2026-02-01,13,7,-6
caucaia-ce,CAUCAIA/CE,DONO CIDADE - LOJAS,5g,2026-02-01,105,133,28
caucaia-ce,CAUCAIA/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,19,17,-2
caucaia-ce,CAUCAIA/CE,LOJA,5g,2026-02-01,105,84,-21
caucaia-ce,CAUCAIA/CE,LOJA,ftth,2026-02-01,19,14,-5
caucaia-ce,CAUCAIA/CE,PAP,ftth,2026-02-01,534,127,-407
ceara-mirim-rn,CEARA MIRIM/RN,PAP,ftth,2026-02-01,228,48,-180
ceara-mirim-rn,CEARA-MIRIM/RN,LOJA,5g,2026-02-01,96,125,29
ceara-mirim-rn,CEARA-MIRIM/RN,LOJA,ftth,2026-02-01,46,31,-15
cedro-ce,CEDRO/CE,LOJA,5g,2026-02-01,64,48,-16
cedro-ce,CEDRO/CE,LOJA,ftth,2026-02-01,28,22,-6
cedro-ce,CEDRO/CE,PAP,5g,2026-02-01,10,10,0
cedro-ce,CEDRO/CE,PAP,ftth,2026-02-01,60,8,-52
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,PAP,5g,2026-02-01,10,8,-2
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,PAP,ftth,2026-02-01,49,3,-46
crateus-ce,CRATEUS/CE,DONO CIDADE - LOJAS,5g,2026-02-01,70,88,18
crateus-ce,CRATEUS/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,26,32,6
crateus-ce,CRATEUS/CE,PAP,ftth,2026-02-01,304,79,-225
crato-ce,CRATO/CE,LOJA,5g,2026-02-01,88,100,12
crato-ce,CRATO/CE,LOJA,ftth,2026-02-01,28,32,4
crato-ce,CRATO/CE,PAP,ftth,2026-02-01,380,55,-325
custodia-pe,CUSTODIA/PE,DONO CIDADE - LOJAS,5g,2026-02-01,36,29,-7
custodia-pe,CUSTODIA/PE,DONO CIDADE - LOJAS,ftth,2026-02-01,28,18,-10
custodia-pe,CUSTODIA/PE,PAP,5g,2026-02-01,10,15,5
custodia-pe,CUSTODIA/PE,PAP,ftth,2026-02-01,60,6,-54
delmiro-gouveia-al,DELMIRO GOUVEIA/AL,4 J LOJAS,5g,2026-02-01,30,10,-20
delmiro-gouveia-al,DELMIRO GOUVEIA/AL,4 J LOJAS,ftth,2026-02-01,24,13,-11
dias-d-avila-ba,DIAS D'AVILA/BA,LOJA,ftth,2026-02-01,34,42,8
encanto-rn,ENCANTO/RN,PAP,5g,2026-02-01,12,21,9
encanto-rn,ENCANTO/RN,PAP,ftth,2026-02-01,33,11,-22
escada-pe,ESCADA/PE,DONO CIDADE - LOJAS,ftth,2026-02-01,22,26,4
estancia-se,ESTANCIA/SE,LOJA,ftth,2026-02-01,24,30,6
eusebio-ce,EUSEBIO/CE,DONO CIDADE - LOJAS,5g,2026-02-01,68,54,-14
eusebio-ce,EUSEBIO/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,32,21,-11
eusebio-ce,EUSEBIO/CE,PAP,ftth,2026-02-01,328,58,-270
extremoz-rn,EXTREMOZ/RN,PAP,ftth,2026-02-01,304,83,-221
feira-de-santana-ba,FEIRA DE SANTANA/BA,LOJA,ftth,2026-02-01,26,23,-3
fortaleza-ce,FORTALEZA/CE,DONO CIDADE - LOJAS,5g,2026-02-01,78,81,3
fortaleza-ce,FORTALEZA/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,16,16,0
fortaleza-ce,FORTALEZA/CE,LOJA,5g,2026-02-01,234,136,-98
fortaleza-ce,FORTALEZA/CE,LOJA,ftth,2026-02-01,49,23,-26
fortaleza-ce,FORTALEZA/CE,NGC,ftth,2026-02-01,263,31,-232
fortaleza-ce,FORTALEZA/CE,PAP,5g,2026-02-01,65,18,-47
fortaleza-ce,FORTALEZA/CE,PAP,ftth,2026-02-01,3163,427,-2736
fortaleza-ce,FORTALEZA/CE,QUIOSQUES,5g,2026-02-01,130,29,-101
fortaleza-ce,FORTALEZA/CE,QUIOSQUES,ftth,2026-02-01,78,0,-78
garanhuns-pe,GARANHUNS/PE,DONO CIDADE - LOJAS,ftth,2026-02-01,35,38,3
gravata-pe,GRAVATA/PE,LOJA,5g,2026-02-01,36,25,-11
gravata-pe,GRAVATA/PE,LOJA,ftth,2026-02-01,28,33,5
gravata-pe,GRAVATA/PE,PAP,5g,2026-02-01,30,12,-18
gravata-pe,GRAVATA/PE,PAP,ftth,2026-02-01,180,18,-162
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-02-01,48,57,9
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,18,19,1
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,PAP,ftth,2026-02-01,76,11,-65
horizonte-ce,HORIZONTE/CE,DONO CIDADE - LOJAS,5g,2026-02-01,135,132,-3
horizonte-ce,HORIZONTE/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,42,45,3
horizonte-ce,HORIZONTE/CE,PAP,ftth,2026-02-01,350,29,-321
ibiapina-ce,IBIAPINA/CE,DONO CIDADE - LOJAS,5g,2026-02-01,26,8,-18
ibiapina-ce,IBIAPINA/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,10,11,1
ico-ce,ICO/CE,LOJA,5g,2026-02-01,168,171,3
ico-ce,ICO/CE,LOJA,ftth,2026-02-01,66,81,15
iguatu-ce,IGUATU/CE,LOJA,5g,2026-02-01,196,199,3
iguatu-ce,IGUATU/CE,LOJA,ftth,2026-02-01,78,85,7
iguatu-ce,IGUATU/CE,PAP,ftth,2026-02-01,328,106,-222
ipu-ce,IPU/CE,DONO CIDADE - LOJAS,5g,2026-02-01,84,56,-28
ipu-ce,IPU/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,36,19,-17
ipu-ce,IPU/CE,PAP,ftth,2026-02-01,149,24,-125
iracema-ce,IRACEMA/CE,DONO CIDADE - LOJAS,5g,2026-02-01,80,42,-38
iracema-ce,IRACEMA/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,26,13,-13
iracema-ce,IRACEMA/CE,PAP,5g,2026-02-01,10,17,7
iracema-ce,IRACEMA/CE,PAP,ftth,2026-02-01,49,9,-40
itabaiana-se,ITABAIANA/SE,LOJA,ftth,2026-02-01,9,4,-5
itapaje-ce,ITAPAJE/CE,DONO CIDADE - LOJAS,5g,2026-02-01,28,22,-6
itapaje-ce,ITAPAJE/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,13,16,3
itapaje-ce,ITAPAJE/CE,PAP,5g,2026-02-01,20,23,3
itapaje-ce,ITAPAJE/CE,PAP,ftth,2026-02-01,120,35,-85
itapaje-ce,ITAPAJE/CE,QUIOSQUES,5g,2026-02-01,10,10,0
itapaje-ce,ITAPAJE/CE,QUIOSQUES,ftth,2026-02-01,60,16,-44
itapipoca-ce,ITAPIPOCA/CE,DONO CIDADE - LOJAS,5g,2026-02-01,144,108,-36
itapipoca-ce,ITAPIPOCA/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,51,42,-9
itapipoca-ce,ITAPIPOCA/CE,PAP,ftth,2026-02-01,152,47,-105
itapipoca-ce,ITAPIPOCA/CE,QUIOSQUES,ftth,2026-02-01,76,21,-55
jaboatao-dos-guararapes-pe,JABOATAO DOS GUARARAPES/PE,LOJA,ftth,2026-02-01,23,15,-8
jaguaretama-ce,JAGUARETAMA/CE,DONO CIDADE - LOJAS,5g,2026-02-01,56,36,-20
jaguaretama-ce,JAGUARETAMA/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,20,14,-6
jaguaretama-ce,JAGUARETAMA/CE,PAP,5g,2026-02-01,10,23,13
jaguaretama-ce,JAGUARETAMA/CE,PAP,ftth,2026-02-01,60,8,-52
jaguaribara-ce,JAGUARIBARA/CE,PAP,5g,2026-02-01,10,26,16
jaguaribara-ce,JAGUARIBARA/CE,PAP,ftth,2026-02-01,60,14,-46
jaguaribe-ce,JAGUARIBE/CE,DONO CIDADE - LOJAS,5g,2026-02-01,129,106,-23
jaguaribe-ce,JAGUARIBE/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,51,17,-34
jaguaribe-ce,JAGUARIBE/CE,PAP,5g,2026-02-01,30,48,18
jaguaribe-ce,JAGUARIBE/CE,PAP,ftth,2026-02-01,180,20,-160
jeremoabo-ba,JEREMOABO/BA,4 J LOJAS,5g,2026-02-01,36,38,2
jeremoabo-ba,JEREMOABO/BA,4 J LOJAS,ftth,2026-02-01,20,29,9
joao-pessoa-pb,JOAO PESSOA/PB,LOJA,5g,2026-02-01,225,158,-67
joao-pessoa-pb,JOAO PESSOA/PB,LOJA,ftth,2026-02-01,94,70,-24
joao-pessoa-pb,JOAO PESSOA/PB,NGC,ftth,2026-02-01,586,189,-397
joao-pessoa-pb,JOAO PESSOA/PB,PAP,ftth,2026-02-01,1391,290,-1101
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-02-01,529,359,-170
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,214,134,-80
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,PAP,ftth,2026-02-01,1171,262,-909
juazeiro-ba,JUAZEIRO/BA,DONO CIDADE - LOJAS,5g,2026-02-01,26,42,16
juazeiro-ba,JUAZEIRO/BA,DONO CIDADE - LOJAS,ftth,2026-02-01,18,33,15
juazeiro-ba,JUAZEIRO/BA,PAP,ftth,2026-02-01,511,153,-358
lagarto-se,LAGARTO/SE,LOJA,ftth,2026-02-01,13,13,0
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,LOJA,5g,2026-02-01,72,44,-28
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,LOJA,ftth,2026-02-01,28,20,-8
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,PAP,5g,2026-02-01,10,12,2
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,PAP,ftth,2026-02-01,60,15,-45
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-02-01,141,141,0
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,54,57,3
