cidade_slug,cidade_origem,canal,tecnologia,mes_ref,meta,realizado,desvio
pedra-branca-ce,PEDRA BRANCA/CE,PAP,5g,2026-04-01,35,42,7
pedra-branca-ce,PEDRA BRANCA/CE,PAP,ftth,2026-04-01,49,12,-37
pereiro-ce,PEREIRO/CE,DONO CIDADE - LOJAS,5g,2026-04-01,26,31,5
pereiro-ce,PEREIRO/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,15,0,-15
pereiro-ce,PEREIRO/CE,ONLINE,5g,2026-04-01,710,77,-633
pereiro-ce,PEREIRO/CE,ONLINE,ftth,2026-04-01,6190,1708,-4482
pesqueira-pe,PESQUEIRA/PE,LOJA,5g,2026-04-01,26,11,-15
pesqueira-pe,PESQUEIRA/PE,LOJA,ftth,2026-04-01,15,1,-14
pesqueira-pe,PESQUEIRA/PE,PAP,5g,2026-04-01,70,59,-11
pesqueira-pe,PESQUEIRA/PE,PAP,ftth,2026-04-01,98,19,-79
petrolina-pe,PETROLINA/PE,DONO CIDADE - LOJAS,5g,2026-04-01,52,39,-13
petrolina-pe,PETROLINA/PE,DONO CIDADE - LOJAS,ftth,2026-04-01,30,18,-12
petrolina-pe,PETROLINA/PE,PAP,5g,2026-04-01,325,309,-16
petrolina-pe,PETROLINA/PE,PAP,ftth,2026-04-01,845,242,-603
picos-pi,PICOS/PI,DONO CIDADE - LOJAS,ftth,2026-04-01,18,0,-18
piripiri-pi,PIRIPIRI/PI,DONO CIDADE - LOJAS,ftth,2026-04-01,54,0,-54
pombal-pb,POMBAL/PB,DONO CIDADE - LOJAS,5g,2026-04-01,52,39,-13
pombal-pb,POMBAL/PB,DONO CIDADE - LOJAS,ftth,2026-04-01,30,2,-28
pombal-pb,POMBAL/PB,PAP,5g,2026-04-01,74,76,2
pombal-pb,POMBAL/PB,PAP,ftth,2026-04-01,104,30,-74
quixada-ce,QUIXADA/CE,DONO CIDADE - LOJAS,5g,2026-04-01,66,102,36
quixada-ce,QUIXADA/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,54,41,-13
quixada-ce,QUIXADA/CE,PAP,5g,2026-04-01,120,120,0
quixada-ce,QUIXADA/CE,PAP,ftth,2026-04-01,99,33,-66
quixeramobim-ce,QUIXERAMOBIM/CE,DONO CIDADE - LOJAS,5g,2026-04-01,22,82,60
quixeramobim-ce,QUIXERAMOBIM/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,18,18,0
quixeramobim-ce,QUIXERAMOBIM/CE,PAP,5g,2026-04-01,160,167,7
quixeramobim-ce,QUIXERAMOBIM/CE,PAP,ftth,2026-04-01,132,48,-84
quixere-ce,QUIXERE/CE,DONO CIDADE - LOJAS,5g,2026-04-01,26,23,-3
quixere-ce,QUIXERE/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,15,7,-8
quixere-ce,QUIXERE/CE,LOJA,5g,2026-04-01,26,28,2
quixere-ce,QUIXERE/CE,LOJA,ftth,2026-04-01,15,2,-13
quixere-ce,QUIXERE/CE,PAP,5g,2026-04-01,80,72,-8
quixere-ce,QUIXERE/CE,PAP,ftth,2026-04-01,66,20,-46
rafael-fernandes-rn,RAFAEL FERNANDES/RN,PAP,5g,2026-04-01,45,50,5
rafael-fernandes-rn,RAFAEL FERNANDES/RN,PAP,ftth,2026-04-01,16,11,-5
ribeira-do-pombal-ba,RIBEIRA DO POMBAL/BA,LOJA,ftth,2026-04-01,36,0,-36
rio-largo-al,RIO LARGO/AL,LOJA,ftth,2026-04-01,60,0,-60
russas-ce,RUSSAS/CE,DONO CIDADE - LOJAS,5g,2026-04-01,52,99,47
russas-ce,RUSSAS/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,30,13,-17
russas-ce,RUSSAS/CE,PAP,5g,2026-04-01,120,125,5
russas-ce,RUSSAS/CE,PAP,ftth,2026-04-01,99,30,-69
salgueiro-pe,SALGUEIRO/PE,DONO CIDADE - LOJAS,5g,2026-04-01,26,22,-4
salgueiro-pe,SALGUEIRO/PE,DONO CIDADE - LOJAS,ftth,2026-04-01,15,5,-10
salgueiro-pe,SALGUEIRO/PE,PAP,5g,2026-04-01,35,19,-16
salgueiro-pe,SALGUEIRO/PE,PAP,ftth,2026-04-01,49,7,-42
santa-cruz-do-capibaribe-pe,SANTA CRUZ DO CAPIBARIBE/PE,LOJA,ftth,2026-04-01,18,0,-18
santa-cruz-rn,SANTA CRUZ/RN,DONO CIDADE - LOJAS,5g,2026-04-01,90,24,-66
santa-cruz-rn,SANTA CRUZ/RN,DONO CIDADE - LOJAS,ftth,2026-04-01,30,0,-30
santa-luzia-pb,SANTA LUZIA/PB,DONO CIDADE - LOJAS,5g,2026-04-01,52,55,3
santa-luzia-pb,SANTA LUZIA/PB,DONO CIDADE - LOJAS,ftth,2026-04-01,30,15,-15
santa-luzia-pb,SANTA LUZIA/PB,PAP,5g,2026-04-01,45,54,9
santa-luzia-pb,SANTA LUZIA/PB,PAP,ftth,2026-04-01,16,10,-6
santa-quiteria-ce,SANTA QUITERIA/CE,DONO CIDADE - LOJAS,5g,2026-04-01,90,36,-54
santa-quiteria-ce,SANTA QUITERIA/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,30,0,-30
santa-rita-pb,SANTA RITA/PB,DONO CIDADE - LOJAS,5g,2026-04-01,22,43,21
santa-rita-pb,SANTA RITA/PB,DONO CIDADE - LOJAS,ftth,2026-04-01,18,4,-14
santa-rita-pb,SANTA RITA/PB,LOJA,5g,2026-04-01,22,46,24
santa-rita-pb,SANTA RITA/PB,LOJA,ftth,2026-04-01,18,20,2
santa-rita-pb,SANTA RITA/PB,PAP,5g,2026-04-01,75,37,-38
santa-rita-pb,SANTA RITA/PB,PAP,ftth,2026-04-01,195,31,-164
santo-amaro-ba,SANTO AMARO/BA,LOJA,ftth,2026-04-01,18,0,-18
sao-benedito-ce,SAO BENEDITO/CE,DONO CIDADE - LOJAS,5g,2026-04-01,52,33,-19
sao-benedito-ce,SAO BENEDITO/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,30,3,-27
sao-benedito-ce,SAO BENEDITO/CE,PAP,5g,2026-04-01,44,31,-13
sao-benedito-ce,SAO BENEDITO/CE,PAP,ftth,2026-04-01,62,10,-52
sao-caitano-pe,SAO CAITANO/PE,DONO CIDADE - LOJAS,5g,2026-04-01,90,40,-50
sao-caitano-pe,SAO CAITANO/PE,DONO CIDADE - LOJAS,ftth,2026-04-01,30,0,-30
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,PAP,5g,2026-04-01,50,51,1
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,PAP,ftth,2026-04-01,130,19,-111
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,DONO CIDADE - LOJAS,5g,2026-04-01,26,35,9
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,DONO CIDADE - LOJAS,ftth,2026-04-01,15,3,-12
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,LOJA,5g,2026-04-01,52,41,-11
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,LOJA,ftth,2026-04-01,30,5,-25
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,PAP,5g,2026-04-01,35,20,-15
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,PAP,ftth,2026-04-01,49,17,-32
sao-miguel-dos-campos-al,SAO MIGUEL DOS CAMPOS/AL,LOJA,ftth,2026-04-01,20,0,-20
sao-miguel-rn,SAO MIGUEL/RN,DONO CIDADE - LOJAS,5g,2026-04-01,78,144,66
sao-miguel-rn,SAO MIGUEL/RN,DONO CIDADE - LOJAS,ftth,2026-04-01,45,7,-38
sao-miguel-rn,SAO MIGUEL/RN,PAP,5g,2026-04-01,80,76,-4
sao-miguel-rn,SAO MIGUEL/RN,PAP,ftth,2026-04-01,66,20,-46
senador-pompeu-ce,SENADOR POMPEU/CE,DONO CIDADE - LOJAS,5g,2026-04-01,26,43,17
senador-pompeu-ce,SENADOR POMPEU/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,15,4,-11
senador-pompeu-ce,SENADOR POMPEU/CE,LOJA,5g,2026-04-01,26,31,5
senador-pompeu-ce,SENADOR POMPEU/CE,LOJA,ftth,2026-04-01,15,10,-5
senador-pompeu-ce,SENADOR POMPEU/CE,PAP,5g,2026-04-01,80,117,37
senador-pompeu-ce,SENADOR POMPEU/CE,PAP,ftth,2026-04-01,66,27,-39
serra-talhada-pe,SERRA TALHADA/PE,DONO CIDADE - LOJAS,5g,2026-04-01,78,77,-1
serra-talhada-pe,SERRA TALHADA/PE,DONO CIDADE - LOJAS,ftth,2026-04-01,45,14,-31
serra-talhada-pe,SERRA TALHADA/PE,PAP,5g,2026-04-01,70,80,10
serra-talhada-pe,SERRA TALHADA/PE,PAP,ftth,2026-04-01,98,22,-76
sobral-ce,SOBRAL/CE,DONO CIDADE - LOJAS,5g,2026-04-01,22,37,15
sobral-ce,SOBRAL/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,18,10,-8
sobral-ce,SOBRAL/CE,LOJA,5g,2026-04-01,66,105,39
sobral-ce,SOBRAL/CE,LOJA,ftth,2026-04-01,54,31,-23
sobral-ce,SOBRAL/CE,PAP,5g,2026-04-01,175,171,-4
sobral-ce,SOBRAL/CE,PAP,ftth,2026-04-01,455,102,-353
sousa-pb,SOUSA/PB,DONO CIDADE - LOJAS,5g,2026-04-01,22,28,6
sousa-pb,SOUSA/PB,DONO CIDADE - LOJAS,ftth,2026-04-01,18,10,-8
sousa-pb,SOUSA/PB,LOJA,5g,2026-04-01,44,46,2
sousa-pb,SOUSA/PB,LOJA,ftth,2026-04-01,36,13,-23
sousa-pb,SOUSA/PB,PAP,5g,2026-04-01,70,78,8
sousa-pb,SOUSA/PB,PAP,ftth,2026-04-01,98,35,-63
surubim-pe,SURUBIM/PE,LOJA,ftth,2026-04-01,36,0,-36
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-04-01,52,71,19
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,30,15,-15
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,PAP,5g,2026-04-01,65,42,-23
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,PAP,ftth,2026-04-01,53,6,-47
taua-ce,TAUA/CE,LOJA,5g,2026-04-01,52,52,0
taua-ce,TAUA/CE,LOJA,ftth,2026-04-01,30,20,-10
taua-ce,TAUA/CE,PAP,5g,2026-04-01,85,91,6
taua-ce,TAUA/CE,PAP,ftth,2026-04-01,69,22,-47
teresina-pi,TERESINA/PI,LOJA,5g,2026-04-01,88,95,7
teresina-pi,TERESINA/PI,LOJA,ftth,2026-04-01,72,31,-41
teresina-pi,TERESINA/PI,PAP,5g,2026-04-01,489,366,-123
teresina-pi,TERESINA/PI,PAP,ftth,2026-04-01,1273,394,-879
tiangua-ce,TIANGUA/CE,DONO CIDADE - LOJAS,5g,2026-04-01,26,42,16
tiangua-ce,TIANGUA/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,15,13,-2
tiangua-ce,TIANGUA/CE,PAP,5g,2026-04-01,70,76,6
tiangua-ce,TIANGUA/CE,PAP,ftth,2026-04-01,98,39,-59
timon-ma,TIMON/MA,LOJA,5g,2026-04-01,52,53,1
timon-ma,TIMON/MA,LOJA,ftth,2026-04-01,30,19,-11
timon-ma,TIMON/MA,PAP,5g,2026-04-01,175,173,-2
timon-ma,TIMON/MA,PAP,ftth,2026-04-01,455,132,-323
tobias-barreto-se,TOBIAS BARRETO/SE,LOJA,ftth,2026-04-01,20,0,-20
toritama-pe,TORITAMA/PE,LOJA,5g,2026-04-01,52,24,-28
toritama-pe,TORITAMA/PE,LOJA,ftth,2026-04-01,30,13,-17
toritama-pe,TORITAMA/PE,PAP,5g,2026-04-01,75,61,-14
toritama-pe,TORITAMA/PE,PAP,ftth,2026-04-01,195,27,-168
ubajara-ce,UBAJARA/CE,DONO CIDADE - LOJAS,5g,2026-04-01,52,23,-29
ubajara-ce,UBAJARA/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,30,4,-26
ubajara-ce,UBAJARA/CE,PAP,5g,2026-04-01,40,41,1
ubajara-ce,UBAJARA/CE,PAP,ftth,2026-04-01,33,7,-26
ubajara-ce,UBAJARA/CE,PROMOTOR DE VENDAS,5g,2026-04-01,7,5,-2
ubajara-ce,UBAJARA/CE,PROMOTOR DE VENDAS,ftth,2026-04-01,6,1,-5
uirauna-pb,UIRAUNA/PB,DONO CIDADE - LOJAS,5g,2026-04-01,52,54,2
uirauna-pb,UIRAUNA/PB,DONO CIDADE - LOJAS,ftth,2026-04-01,30,2,-28
uirauna-pb,UIRAUNA/PB,PAP,5g,2026-04-01,45,50,5
uirauna-pb,UIRAUNA/PB,PAP,ftth,2026-04-01,16,5,-11
umarizal-rn,UMARIZAL/RN,DONO CIDADE - LOJAS,5g,2026-04-01,52,44,-8
umarizal-rn,UMARIZAL/RN,DONO CIDADE - LOJAS,ftth,2026-04-01,30,1,-29
varzea-alegre-ce,VARZEA ALEGRE/CE,LOJA,5g,2026-04-01,78,77,-1
varzea-alegre-ce,VARZEA ALEGRE/CE,LOJA,ftth,2026-04-01,45,3,-42
varzea-alegre-ce,VARZEA ALEGRE/CE,PAP,5g,2026-04-01,80,64,-16
varzea-alegre-ce,VARZEA ALEGRE/CE,PAP,ftth,2026-04-01,66,25,-41
vicosa-do-ceara-ce,VICOSA DO CEARA/CE,DONO CIDADE - LOJAS,ftth,2026-04-01,36,0,-36
vitoria-de-santo-antao-pe,VITORIA DE SANTO ANTAO/PE,LOJA,ftth,2026-04-01,36,0,-36
acarau-ce,ACARAU/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,55,3
acarau-ce,ACARAU/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,7,-23
acarau-ce,ACARAU/CE,PAP,5g,2026-05-01,72,68,-4
acarau-ce,ACARAU/CE,PAP,ftth,2026-05-01,66,13,-53
acopiara-ce,ACOPIARA/CE,LOJA,5g,2026-05-01,26,27,1
acopiara-ce,ACOPIARA/CE,LOJA,ftth,2026-05-01,15,17,2
acopiara-ce,ACOPIARA/CE,PAP,5g,2026-05-01,36,38,2
acopiara-ce,ACOPIARA/CE,PAP,ftth,2026-05-01,33,11,-22
acu-rn,ACU/RN,DONO CIDADE - LOJAS,5g,2026-05-01,88,169,81
acu-rn,ACU/RN,DONO CIDADE - LOJAS,ftth,2026-05-01,72,25,-47
alagoinhas-ba,ALAGOINHAS/BA,DONO CIDADE - LOJAS,ftth,2026-05-01,20,0,-20
alagoinhas-ba,ALAGOINHAS/BA,LOJA,ftth,2026-05-01,20,0,-20
altos-pi,ALTOS/PI,DONO CIDADE - LOJAS,ftth,2026-05-01,54,0,-54
apodi-rn,APODI/RN,DONO CIDADE - LOJAS,5g,2026-05-01,90,133,43
apodi-rn,APODI/RN,DONO CIDADE - LOJAS,ftth,2026-05-01,30,0,-30
aquiraz-ce,AQUIRAZ/CE,PAP,5g,2026-05-01,29,39,10
aquiraz-ce,AQUIRAZ/CE,PAP,ftth,2026-05-01,81,29,-52
aracaju-se,ARACAJU/SE,LOJA,ftth,2026-05-01,60,0,-60
arapiraca-al,ARAPIRACA/AL,LOJA,ftth,2026-05-01,20,0,-20
araripina-pe,ARARIPINA/PE,DONO CIDADE - LOJAS,5g,2026-05-01,52,38,-14
araripina-pe,ARARIPINA/PE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,5,-25
araripina-pe,ARARIPINA/PE,PAP,5g,2026-05-01,64,49,-15
araripina-pe,ARARIPINA/PE,PAP,ftth,2026-05-01,98,14,-84
arcoverde-pe,ARCOVERDE/PE,LOJA,5g,2026-05-01,26,24,-2
arcoverde-pe,ARCOVERDE/PE,LOJA,ftth,2026-05-01,15,17,2
arcoverde-pe,ARCOVERDE/PE,PAP,5g,2026-05-01,91,87,-4
arcoverde-pe,ARCOVERDE/PE,PAP,ftth,2026-05-01,141,22,-119
assu-rn,ASSU/RN,PAP,5g,2026-05-01,96,96,0
assu-rn,ASSU/RN,PAP,ftth,2026-05-01,147,38,-109
banabuiu-ce,BANABUIU/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,51,-1
banabuiu-ce,BANABUIU/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,37,7
banabuiu-ce,BANABUIU/CE,PAP,5g,2026-05-01,41,49,8
banabuiu-ce,BANABUIU/CE,PAP,ftth,2026-05-01,16,9,-7
barauna-rn,BARAUNA/RN,DONO CIDADE - LOJAS,5g,2026-05-01,26,50,24
barauna-rn,BARAUNA/RN,DONO CIDADE - LOJAS,ftth,2026-05-01,15,3,-12
barbalha-ce,BARBALHA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,22,26,4
barbalha-ce,BARBALHA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,18,2,-16
barbalha-ce,BARBALHA/CE,LOJA,5g,2026-05-01,22,41,19
barbalha-ce,BARBALHA/CE,LOJA,ftth,2026-05-01,18,7,-11
barbalha-ce,BARBALHA/CE,PAP,5g,2026-05-01,36,33,-3
barbalha-ce,BARBALHA/CE,PAP,ftth,2026-05-01,33,13,-20
bayeux-pb,BAYEUX/PB,DONO CIDADE - LOJAS,5g,2026-05-01,44,51,7
bayeux-pb,BAYEUX/PB,DONO CIDADE - LOJAS,ftth,2026-05-01,36,9,-27
bayeux-pb,BAYEUX/PB,PAP,5g,2026-05-01,118,139,21
bayeux-pb,BAYEUX/PB,PAP,ftth,2026-05-01,334,102,-232
belo-jardim-pe,BELO JARDIM/PE,LOJA,5g,2026-05-01,52,16,-36
belo-jardim-pe,BELO JARDIM/PE,LOJA,ftth,2026-05-01,30,1,-29
bezerros-pe,BEZERROS/PE,LOJA,5g,2026-05-01,52,30,-22
bezerros-pe,BEZERROS/PE,LOJA,ftth,2026-05-01,30,19,-11
bezerros-pe,BEZERROS/PE,PAP,5g,2026-05-01,64,65,1
bezerros-pe,BEZERROS/PE,PAP,ftth,2026-05-01,98,27,-71
brejo-santo-ce,BREJO SANTO/CE,DONO CIDADE - LOJAS,5g,2026-05-01,26,30,4
brejo-santo-ce,BREJO SANTO/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,15,17,2
brejo-santo-ce,BREJO SANTO/CE,PAP,5g,2026-05-01,144,172,28
brejo-santo-ce,BREJO SANTO/CE,PAP,ftth,2026-05-01,132,78,-54
cabedelo-pb,CABEDELO/PB,LOJA,5g,2026-05-01,52,21,-31
cabedelo-pb,CABEDELO/PB,LOJA,ftth,2026-05-01,30,3,-27
cabedelo-pb,CABEDELO/PB,PAP,5g,2026-05-01,46,46,0
cabedelo-pb,CABEDELO/PB,PAP,ftth,2026-05-01,130,29,-101
cabo-de-santo-agostinho-pe,CABO DE SANTO AGOSTINHO/PE,LOJA,ftth,2026-05-01,40,0,-40
caico-rn,CAICO/RN,LOJA,5g,2026-05-01,52,113,61
caico-rn,CAICO/RN,LOJA,ftth,2026-05-01,30,25,-5
caico-rn,CAICO/RN,PAP,5g,2026-05-01,64,25,-39
caico-rn,CAICO/RN,PAP,ftth,2026-05-01,98,11,-87
cajazeiras-pb,CAJAZEIRAS/PB,DONO CIDADE - LOJAS,5g,2026-05-01,78,48,-30
cajazeiras-pb,CAJAZEIRAS/PB,DONO CIDADE - LOJAS,ftth,2026-05-01,45,4,-41
cajazeiras-pb,CAJAZEIRAS/PB,PAP,5g,2026-05-01,160,183,23
cajazeiras-pb,CAJAZEIRAS/PB,PAP,ftth,2026-05-01,245,68,-177
camacari-ba,CAMACARI/BA,LOJA,ftth,2026-05-01,40,0,-40
camocim-ce,CAMOCIM/CE,DONO CIDADE - LOJAS,5g,2026-05-01,90,91,1
camocim-ce,CAMOCIM/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,0,-30
campina-grande-pb,CAMPINA GRANDE/PB,LOJA,5g,2026-05-01,66,35,-31
campina-grande-pb,CAMPINA GRANDE/PB,LOJA,ftth,2026-05-01,54,2,-52
campina-grande-pb,CAMPINA GRANDE/PB,PAP,5g,2026-05-01,241,146,-95
campina-grande-pb,CAMPINA GRANDE/PB,PAP,ftth,2026-05-01,683,108,-575
campo-maior-pi,CAMPO MAIOR/PI,DONO CIDADE - LOJAS,ftth,2026-05-01,36,0,-36
caninde-ce,CANINDE/CE,DONO CIDADE - LOJAS,5g,2026-05-01,22,37,15
caninde-ce,CANINDE/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,18,17,-1
caninde-ce,CANINDE/CE,LOJA,5g,2026-05-01,22,29,7
caninde-ce,CANINDE/CE,LOJA,ftth,2026-05-01,18,14,-4
caninde-ce,CANINDE/CE,PAP,5g,2026-05-01,104,54,-50
caninde-ce,CANINDE/CE,PAP,ftth,2026-05-01,160,18,-142
caruaru-pe,CARUARU/PE,LOJA,5g,2026-05-01,11,36,25
caruaru-pe,CARUARU/PE,LOJA,ftth,2026-05-01,9,12,3
caruaru-pe,CARUARU/PE,PAP,5g,2026-05-01,203,167,-36
caruaru-pe,CARUARU/PE,PAP,ftth,2026-05-01,582,55,-527
cascavel-ce,CASCAVEL/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,60,8
cascavel-ce,CASCAVEL/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,9,-21
cascavel-ce,CASCAVEL/CE,PAP,5g,2026-05-01,96,76,-20
cascavel-ce,CASCAVEL/CE,PAP,ftth,2026-05-01,147,17,-130
catole-do-rocha-pb,CATOLE DO ROCHA/PB,DONO CIDADE - LOJAS,5g,2026-05-01,52,57,5
catole-do-rocha-pb,CATOLE DO ROCHA/PB,DONO CIDADE - LOJAS,ftth,2026-05-01,30,29,-1
catole-do-rocha-pb,CATOLE DO ROCHA/PB,PAP,5g,2026-05-01,72,56,-16
catole-do-rocha-pb,CATOLE DO ROCHA/PB,PAP,ftth,2026-05-01,66,22,-44
catu-ba,CATU/BA,LOJA,ftth,2026-05-01,18,0,-18
caucaia-ce,CAUCAIA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,22,82,60
caucaia-ce,CAUCAIA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,18,6,-12
caucaia-ce,CAUCAIA/CE,LOJA,5g,2026-05-01,22,63,41
caucaia-ce,CAUCAIA/CE,LOJA,ftth,2026-05-01,18,6,-12
caucaia-ce,CAUCAIA/CE,PAP,5g,2026-05-01,210,303,93
caucaia-ce,CAUCAIA/CE,PAP,ftth,2026-05-01,594,120,-474
caucaia-ce,CAUCAIA/CE,QUIOSQUE LOJA,5g,2026-05-01,65,92,27
caucaia-ce,CAUCAIA/CE,QUIOSQUE LOJA,ftth,2026-05-01,10,3,-7
ceara-mirim-rn,CEARA MIRIM/RN,PAP,5g,2026-05-01,32,54,22
ceara-mirim-rn,CEARA MIRIM/RN,PAP,ftth,2026-05-01,49,18,-31
ceara-mirim-rn,CEARA-MIRIM/RN,LOJA,5g,2026-05-01,22,117,95
ceara-mirim-rn,CEARA-MIRIM/RN,LOJA,ftth,2026-05-01,18,9,-9
cedro-ce,CEDRO/CE,LOJA,5g,2026-05-01,52,53,1
cedro-ce,CEDRO/CE,LOJA,ftth,2026-05-01,30,3,-27
cedro-ce,CEDRO/CE,PAP,5g,2026-05-01,36,35,-1
cedro-ce,CEDRO/CE,PAP,ftth,2026-05-01,33,11,-22
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,PAP,5g,2026-05-01,41,48,7
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,PAP,ftth,2026-05-01,16,6,-10
crateus-ce,CRATEUS/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,97,45
crateus-ce,CRATEUS/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,33,3
crateus-ce,CRATEUS/CE,PAP,5g,2026-05-01,142,101,-41
crateus-ce,CRATEUS/CE,PAP,ftth,2026-05-01,129,16,-113
crato-ce,CRATO/CE,LOJA,5g,2026-05-01,88,124,36
crato-ce,CRATO/CE,LOJA,ftth,2026-05-01,72,40,-32
crato-ce,CRATO/CE,PAP,5g,2026-05-01,115,68,-47
crato-ce,CRATO/CE,PAP,ftth,2026-05-01,325,56,-269
custodia-pe,CUSTODIA/PE,DONO CIDADE - LOJAS,5g,2026-05-01,52,55,3
custodia-pe,CUSTODIA/PE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,4,-26
dias-d-avila-ba,DIAS D'AVILA/BA,LOJA,ftth,2026-05-01,35,0,-35
encanto-rn,ENCANTO/RN,PAP,5g,2026-05-01,41,51,10
encanto-rn,ENCANTO/RN,PAP,ftth,2026-05-01,16,5,-11
escada-pe,ESCADA/PE,DONO CIDADE - LOJAS,ftth,2026-05-01,36,0,-36
estancia-se,ESTANCIA/SE,LOJA,ftth,2026-05-01,40,0,-40
eusebio-ce,EUSEBIO/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,44,-8
eusebio-ce,EUSEBIO/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,15,-15
eusebio-ce,EUSEBIO/CE,PAP,5g,2026-05-01,92,142,50
eusebio-ce,EUSEBIO/CE,PAP,ftth,2026-05-01,260,52,-208
extremoz-rn,EXTREMOZ/RN,LOJA,5g,2026-05-01,26,43,17
extremoz-rn,EXTREMOZ/RN,LOJA,ftth,2026-05-01,15,1,-14
extremoz-rn,EXTREMOZ/RN,PAP,5g,2026-05-01,128,173,45
extremoz-rn,EXTREMOZ/RN,PAP,ftth,2026-05-01,196,51,-145
feira-de-santana-ba,FEIRA DE SANTANA/BA,LOJA,ftth,2026-05-01,36,0,-36
fortaleza-ce,FORTALEZA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,22,86,64
fortaleza-ce,FORTALEZA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,18,8,-10
fortaleza-ce,FORTALEZA/CE,LOJA,5g,2026-05-01,66,158,92
fortaleza-ce,FORTALEZA/CE,LOJA,ftth,2026-05-01,54,13,-41
fortaleza-ce,FORTALEZA/CE,NGC,5g,2026-05-01,189,123,-66
fortaleza-ce,FORTALEZA/CE,NGC,ftth,2026-05-01,536,61,-475
fortaleza-ce,FORTALEZA/CE,PAP,5g,2026-05-01,1011,752,-259
fortaleza-ce,FORTALEZA/CE,PAP,ftth,2026-05-01,2856,363,-2493
fortaleza-ce,FORTALEZA/CE,QUIOSQUE LOJA,5g,2026-05-01,715,696,-19
fortaleza-ce,FORTALEZA/CE,QUIOSQUE LOJA,ftth,2026-05-01,110,53,-57
garanhuns-pe,GARANHUNS/PE,DONO CIDADE - LOJAS,ftth,2026-05-01,20,0,-20
garanhuns-pe,GARANHUNS/PE,LOJA,ftth,2026-05-01,20,0,-20
gravata-pe,GRAVATA/PE,LOJA,5g,2026-05-01,52,32,-20
gravata-pe,GRAVATA/PE,LOJA,ftth,2026-05-01,30,22,-8
gravata-pe,GRAVATA/PE,PAP,5g,2026-05-01,96,49,-47
gravata-pe,GRAVATA/PE,PAP,ftth,2026-05-01,147,17,-130
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,70,18
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,17,-13
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,PAP,5g,2026-05-01,32,40,8
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,PAP,ftth,2026-05-01,49,1,-48
horizonte-ce,HORIZONTE/CE,DONO CIDADE - LOJAS,5g,2026-05-01,66,130,64
